index,Order ID,Date,Status,Fulfilment,Sales Channel ,ship-service-level,Style,SKU,Category,Size,ASIN,Courier Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,promotion-ids,B2B,fulfilled-by,Unnamed: 22
1027,408-2191353-0621121,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET331,SET331-KR-NP-XS,Set,XS,B09NQ54RRT,Shipped,1,INR,597.0,VILLUPURAM,TAMIL NADU,605602.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
1028,404-6334918-0634714,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET288,SET288-KR-NP-XXL,Set,XXL,B09M6TQTGV,Shipped,1,INR,684.0,KAMPUR TOWN,ASSAM,782426.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
1029,403-1239945-5591548,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3160,JNE3160-KR-G-XXXL,kurta,3XL,B07K3VQMML,Shipped,1,INR,685.0,BARASAT,WEST BENGAL,700129.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,
1030,404-7406168-9217147,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0004,J0004-SKD-XXXL,Set,3XL,B0894X1Q3M,Shipped,1,INR,1115.0,HYDERABAD,TELANGANA,500033.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
1031,408-1013219-3362738,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0381,J0381-SKD-XXXL,Set,3XL,B09M6VGNX8,Shipped,1,INR,1146.0,GURUGRAM,HARYANA,122002.0,IN,,False,,
1032,403-0802182-1109101,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3564,JNE3564-KR-XXL,kurta,XXL,B08MYV7SM8,Shipped,1,INR,487.0,MUMBAI,MAHARASHTRA,400088.0,IN,,False,,
1033,403-0309122-5817917,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3534,JNE3534-KR-XXXL,kurta,3XL,B09B2D8R2K,Shipped,1,INR,329.0,MUMBAI,MAHARASHTRA,400088.0,IN,,False,,
1034,407-6980443-5231567,04-30-22,Cancelled,Merchant,Amazon.in,Standard,J0343,J0343-DR-XL,Western Dress,XL,B0982Z1994,,0,,,CHENNAI,TAMIL NADU,600088.0,IN,,False,Easy Ship,
1035,406-0859473-5957957,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3721,JNE3721-KR-XL,kurta,XL,B099FDMD6T,Shipped,1,INR,329.0,Lakkavaram,ANDHRA PRADESH,534451.0,IN,Duplicated A12RHGVGRWOT3S 1560498941486,False,,
1036,408-6539097-5347560,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET183,SET183-KR-DH-XXXL,Set,3XL,B08B3XS7ST,Shipped,1,INR,759.0,NEW DELHI,DELHI,110003.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
1037,403-7868813-3526702,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0341,J0341-DR-L,Western Dress,L,B099NRCT7B,Shipped,1,INR,744.0,Hazaribagh,JHARKHAND,825302.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
1038,405-6224180-2791517,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3620,JNE3620-KR-L,kurta,L,B091Q8JYY5,Shipped,1,INR,329.0,ALLAHABAD,UTTAR PRADESH,211016.0,IN,,False,,
1039,408-8411055-6172361,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0341,J0341-DR-M,Western Dress,M,B099NQQ79L,Shipped,1,INR,744.0,COIMBATORE,TAMIL NADU,641049.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
1040,171-2558577-3963545,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3795,JNE3795-KR-S,kurta,S,B09HMCWNJX,Shipped,1,INR,517.0,MEERUT CANTT,UTTAR PRADESH,250001.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,
1041,403-2828148-2903504,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET358,SET358-KR-NP-XXL,Set,XXL,B09QJN1ZZ6,Shipped,1,INR,1092.0,ALIGARH,UTTAR PRADESH,202001.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship,
1042,171-0790810-5096364,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET332,SET332-KR-PP-XL,Set,XL,B09NQ4HG4J,Shipped,1,INR,549.0,Mumbai,MAHARASHTRA,400053.0,IN,,False,,
1043,403-7692763-8092362,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3691,JNE3691-TU-M,Top,M,B0986YS2YT,Shipped,1,INR,625.0,BADLAPUR,MAHARASHTRA,421503.0,IN,,False,,
1044,403-7692763-8092362,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0334,J0334-TP-M,Top,M,B0986ZWRKD,Shipped,1,INR,512.0,BADLAPUR,MAHARASHTRA,421503.0,IN,,False,,
1045,407-8093398-2897154,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,JNE2205,JNE2205-KR-467-A-XXXL,kurta,3XL,B07FVMT2G5,Unshipped,1,INR,329.0,MYSORE,KARNATAKA,570010.0,IN,,False,,
1046,403-5843515-0197907,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3721,JNE3721-KR-L,kurta,L,B099FBM4FZ,Shipped,1,INR,329.0,PUNE,MAHARASHTRA,411023.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship,
1047,403-3917761-8428347,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3618,JNE3618-KR-L,kurta,L,B091Q84CBF,Shipped,1,INR,399.0,PUNE,MAHARASHTRA,411023.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
1048,404-8373900-3799552,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3373,JNE3373-KR-XXXL,kurta,3XL,B082W7MZVQ,Shipped,1,INR,376.0,HYDERABAD,TELANGANA,500033.0,IN,,False,,
1049,406-7566655-2824321,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3568,JNE3568-KR-S,kurta,S,B08KRYGJD1,Shipped,1,INR,399.0,MATHURA,UTTAR PRADESH,281004.0,IN,,False,,
1050,407-6378370-0617931,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,J0003,J0003-SET-XXXL,Set,3XL,B0894Y3VBB,Cancelled,0,,,Naigoan,MAHARASHTRA,401208.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
1051,407-3146769-0090716,04-30-22,Cancelled,Merchant,Amazon.in,Standard,SET183,SET183-KR-DH-M,Set,M,B08B3Z2YY3,,0,INR,722.86,BHILAI,CHHATTISGARH,490020.0,IN,,False,Easy Ship,
1052,407-1409766-1003533,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0003,J0003-SET-S,Set,S,B0894X27FC,Shipped,1,INR,654.0,JIND,HARYANA,126102.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
1053,408-8792901-2145126,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3721,JNE3721-KR-XXL,kurta,XXL,B099FCT65D,Shipped,1,INR,329.0,HYDERABAD,TELANGANA,500034.0,IN,,False,,
1054,402-6724550-6978711,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3368,JNE3368-KR-XXXL,kurta,3XL,B0828PD16L,Shipped,1,INR,471.0,VILLUPURAM,TAMIL NADU,605602.0,IN,,False,,
1055,406-6822577-5633910,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET364,SET364-KR-NP-L,Set,L,B09QJ495SF,Shipped,1,INR,1126.0,SOLAPUR,MAHARASHTRA,413001.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
1056,405-1930468-0215514,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET264,SET264-KR-NP-XXXL,Set,3XL,B08YNJKQFM,Shipped,1,INR,824.0,CHENNAI,TAMIL NADU,600077.0,IN,,False,,
1057,S02-9107114-0460608,04-30-22,Shipped,Amazon,Non-Amazon,Standard,SET315,SET315-KR-PP-XL,Set,XL,B09RKDN6S4,Unshipped,2,,,Surat,Gujarat,394210.0,IN,,False,,
1058,408-1125697-9869900,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0003,J0003-SET-S,Set,S,B0894X27FC,Shipped,1,INR,654.0,Mumbai,MAHARASHTRA,400015.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
1059,408-9453216-9501922,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3463,JNE3463-KR-XXXL,kurta,3XL,B08RP3HQH3,Shipped,1,INR,568.0,BENGALURU,KARNATAKA,560050.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
1060,408-9453216-9501922,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3373,JNE3373-KR-XXXL,kurta,3XL,B082W7MZVQ,Shipped,1,INR,376.0,BENGALURU,KARNATAKA,560050.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
1061,402-3700824-1893101,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0003,J0003-SET-XL,Set,XL,B0894YFQ5R,Shipped,1,INR,696.0,SANAND,Gujarat,382110.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
1062,406-5601546-3935561,04-30-22,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,J0332,J0332-DR-XXL,Western Dress,XXL,B09LM6C4WH,Shipped,1,INR,699.0,HYDERABAD,TELANGANA,500100.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,
1063,404-5899052-5877155,04-30-22,Shipped,Amazon,Amazon.in,Expedited,PJNE3373,PJNE3373-KR-N-6XL,kurta,6XL,B09LD3TCYP,Shipped,1,INR,534.0,HYDERABAD,TELANGANA,500083.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
1064,407-3704301-2298756,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,J0003,J0003-SET-XXXL,Set,3XL,B0894Y3VBB,Unshipped,1,INR,654.0,Naigoan,MAHARASHTRA,401208.0,IN,,False,,
1065,408-9593414-3493949,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0336,J0336-TP-M,Top,M,B0986X1Z7J,Shipped,1,INR,599.0,AHMEDABAD,Gujarat,380058.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
1066,408-3784452-5056335,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0335,J0335-DR-L,Western Dress,L,B09831T4CQ,Shipped,1,INR,807.0,AHMEDABAD,Gujarat,380058.0,IN,,False,,
1067,403-2094006-3473949,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3781,JNE3781-KR-XXXL,kurta,3XL,B09K3WFS32,Shipped,1,INR,406.0,BENGALURU,KARNATAKA,560084.0,IN,,False,,
1068,405-2038061-9168365,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0341,J0341-DR-M,Western Dress,M,B099NQQ79L,Shipped,1,INR,744.0,INDORE,MADHYA PRADESH,452010.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
1069,407-6225862-7010732,04-30-22,Cancelled,Merchant,Amazon.in,Standard,JNE3805,JNE3805-KR-M,kurta,M,B09K3TFNR8,,0,INR,437.14,HOSKOTE,KARNATAKA,562114.0,IN,,False,Easy Ship,
1070,406-9894846-2977124,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0308,J0308-DR-L,Western Dress,L,B099NS9KRN,Shipped,1,INR,665.0,SURAT,Gujarat,395009.0,IN,,False,,
1071,408-0466342-6160313,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0158,J0158-DR-XL,Western Dress,XL,B091YR33W5,Shipped,1,INR,0.0,VADODARA,Gujarat,390021.0,IN,,False,,
1072,171-1411931-8695529,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET269,SET269-KR-NP-S,Set,S,B0983FQYML,Shipped,1,INR,824.0,PIMPRI CHINCHWAD,MAHARASHTRA,411033.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
1073,405-4665747-1707505,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE2153,JNE2153-KR-278-A-XS,kurta,XS,B07FX4TCQR,Shipped,1,INR,424.0,NEW DELHI,DELHI,110074.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
1074,405-2598876-9829123,04-30-22,Shipped,Amazon,Amazon.in,Expedited,PJNE3607,PJNE3607-KR-5XL,kurta,5XL,B09PYK485Q,Shipped,1,INR,505.0,CHENNAI,TAMIL NADU,600083.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
1075,404-4145876-7343530,04-30-22,Shipped,Amazon,Amazon.in,Expedited,NW009,NW009-ST-CP-XXXL,Set,3XL,B0922T2H82,Shipped,1,INR,586.0,PIMPRI CHINCHWAD,MAHARASHTRA,412101.0,IN,,False,,
1076,171-4531834-4554765,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0352,J0352-KR-XXL,kurta,XXL,B09812HG5W,Shipped,1,INR,635.0,VADODARA,Gujarat,390006.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,
1077,171-4076404-9258764,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0162,J0162-SKD-XXXL,Set,3XL,B08QGK9V5N,Shipped,1,INR,1186.0,Motihari,BIHAR,845401.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
1078,406-5539492-5425929,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3627,JNE3627-KR-L,kurta,L,B08W1SP4PR,Shipped,1,INR,318.0,MEERUT,UTTAR PRADESH,250004.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
1079,405-0735157-8832353,04-30-22,Shipped,Amazon,Amazon.in,Expedited,SET098,SET098-KR-PP-S,Set,S,B07X3KSDT3,Shipped,1,INR,696.0,NOIDA,UTTAR PRADESH,201309.0,IN,,False,,
1080,403-0004439-8848355,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0014,J0014-LCD-L,Set,L,B0894YHVKG,Shipped,1,INR,1199.0,davangere,KARNATAKA,577004.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
1081,405-2465068-7043535,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3803,JNE3803-KR-S,kurta,S,B09K3ZQCF9,Shipped,1,INR,459.0,HYDERABAD,TELANGANA,500020.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
1082,402-7869356-9551565,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3396,JNE3396-KR-XL,kurta,XL,B083ZZGZBV,Shipped,1,INR,487.0,MUMBAI,MAHARASHTRA,400016.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship,
1083,404-0616942-0533962,04-30-22,Shipped,Amazon,Amazon.in,Expedited,J0230,J0230-SKD-S,Set,S,B08XNJ19QH,Shipped,1,INR,1112.0,MEERUT,UTTAR PRADESH,250001.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
1084,402-9103592-1399503,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE2014,JNE2014-KR-178-XXXL,kurta,3XL,B07G2CSMX9,Shipped,1,INR,353.0,KOCHI,KERALA,682030.0,IN,,False,,
1085,403-1066225-1659554,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XXXL,kurta,3XL,B081WZ4T3V,Shipped,1,INR,399.0,Jetpur,Gujarat,360370.0,IN,,False,,
1086,402-4405416-1949113,04-30-22,Shipped,Amazon,Amazon.in,Expedited,JNE3437,JNE3437-KR-L,kurta,L,B085HMZBP2,Shipped,1,INR,517.0,MUMBAI,MAHARASHTRA,400016.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,
